date,type,code,industry,roc,ey,days,entry_date,entry_price,exit_date,final_close,max_high,max_ret_pct,final_ret_pct,bars_held
20260430,EY_Top20,000404,家用电器,126.3,40.7,120,20260430,8.28,20260909,7.12,10.01,20.89,-14.01,90
20260430,EY_Top20,002758,批发业,83.3,37.7,120,20260430,9.16,20260909,9.27,9.51,3.82,1.2,90
20260430,EY_Top20,600710,商贸代理,54.4,37.0,120,20260430,12.22,20260909,11.2,12.99,6.3,-8.35,90
20260430,EY_Top20,002091,商贸代理,57.4,34.3,120,20260430,8.95,20260909,7.68,9.8,9.5,-14.19,90
20260430,EY_Top20,000913,摩托车,129.9,33.2,120,20260430,13.5,20260909,11.12,13.64,1.04,-17.63,90
20260430,EY_Top20,600582,专用机械,46.6,29.2,120,20260430,5.69,20260909,4.78,5.81,2.11,-15.99,90
20260430,EY_Top20,601117,建筑工程,72.6,29.0,120,20260430,8.6,20260909,7.42,8.64,0.47,-13.72,90
20260430,EY_Top20,600380,化学制药,38.9,28.2,120,20260430,10.93,20260909,9.44,11.15,2.01,-13.63,90
20260430,EY_Top20,601919,水运,42.4,28.1,120,20260430,14.12,20260909,16.54,17.52,24.08,17.14,90
20260430,EY_Top20,000915,化学制药,160.6,24.8,120,20260430,28.96,20260909,26.44,29.57,2.11,-8.7,90
20260430,EY_Top20,600511,医药商业,43.3,24.1,120,20260430,28.66,20260909,26.89,28.73,0.24,-6.18,90
20260430,EY_Top20,600741,汽车配件,52.9,23.3,120,20260430,18.66,20260909,15.49,18.71,0.27,-16.99,90
20260430,EY_Top20,600612,服饰,40.9,23.0,120,20260430,39.41,20260909,35.0,39.64,0.58,-11.19,90
20260430,EY_Top20,002483,专用机械,45.4,22.1,120,20260430,6.54,20260909,6.47,6.62,1.22,-1.07,90
20260430,EY_Top20,601518,路桥,17.8,21.2,120,20260430,2.93,20260909,2.88,3.23,10.24,-1.71,90
20260430,EY_Top20,002582,食品,85.5,21.1,120,20260430,12.55,20260909,10.75,12.95,3.19,-14.34,90
20260430,EY_Top20,002244,区域地产,21.5,20.2,120,20260430,9.55,20260909,8.4,12.04,26.07,-12.04,90
20260430,EY_Top20,600033,路桥,14.2,20.2,120,20260430,3.64,20260909,3.66,3.7,1.65,0.55,90
20260430,EY_Top20,601001,煤炭开采,74.1,19.8,120,20260430,19.33,20260909,17.6,23.9,23.64,-8.95,90
20260430,ROC_Top20,603288,食品,1538.1,3.9,60,20260430,38.64,20260729,37.64,39.06,1.09,-2.59,60
